monitor_id,2000-1,2000-2,2000-3,2000-4,2000-5,2000-6,2000-7,2000-8,2000-9,1/1/2000,2000-11,2000-12,2001-1,2001-2,2001-3,2001-4,2001-5,2001-6,2001-7,2001-8,2001-9,2001-10,2001-11,2001-12,2002-1,2002-2,2002-3,2002-4,2002-5,2002-6,2002-7,2002-8,2002-9,2002-10,2002-11,2002-12,2003-1,2003-2,2003-3,2003-4,2003-5,2003-6,2003-7,2003-8,2003-9,2003-10,2003-11,2003-12,2004-1,2004-2,2004-3,2004-4,2004-5,2004-6,2004-7,2004-8,2004-9,2004-10,2004-11,2004-12,2005-1,2005-2,2005-3,2005-4,2005-5,2005-6,2005-7,2005-8,2005-9,2005-10,2005-11,2005-12,2006-1,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2006-10,2006-11,2006-12,2007-1,2007-2,2007-3,2007-4,2007-5,2007-6,2007-7,2007-8,2007-9,2007-10,2007-11,2007-12,2008-1,2008-2,2008-3,2008-4,2008-5,2008-6,2008-7,2008-8,2008-9,2008-10,2008-11,2008-12,2009-1,2009-2,2009-3,2009-4,2009-5,2009-6,2009-7,2009-8,2009-9,2009-10,2009-11,2009-12,2010-1,2010-2,2010-3,2010-4,2010-5,2010-6,2010-7,2010-8,2010-9,2010-10,2010-11,2010-12,2011-1,2011-2,2011-3,2011-4,2011-5,2011-6,2011-7,2011-8,2011-9,2011-10,2011-11,2011-12,2012-1,2012-2,2012-3,2012-4,2012-5,2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2013-1,2013-2,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-10,2013-11,2013-12,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5
"33.29959,-80.442218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0356008,0.035743133,0.029635581,0.026128467,0.027515452,0.021954935,0.021924633,0.017193419,0.018242625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33.301716,-111.892918",NA,NA,NA,0.031935885,0.038714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33.314926,-112.163055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,0.047686355,0.043857,0.0409765,0.038521968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33.317142,-86.825754",NA,0.026,0.027687655,0.0254157,0.035416667,0.0314841,0.045886194,0.047022806,0.031160867,0.029779323,NA,NA,NA,0.006,0.030121467,0.031610207,0.034593968,0.0297402,0.034062516,0.031645194,0.024568633,0.022880516,NA,NA,NA,NA,0.028483935,0.033000033,0.034415581,0.0380393,0.032392742,0.037030387,0.0358824,0.019715964,NA,NA,NA,0.001,0.02746871,0.036243033,0.029791355,0.029685367,0.0258583,0.028400387,0.0315471,0.026282161,NA,NA,NA,0.036,0.033060742,0.034552967,0.030104323,0.023178467,0.031147935,0.031588226,0.03137696,0.020826774,NA,NA,NA,NA,0.032312448,0.036894067,0.037149968,0.0284667,0.025062581,0.0294491,0.0319568,0.023638097,NA,NA,NA,0.012,0.036096742,0.037251067,0.032998032,0.044454867,0.035385161,0.035864793,0.030821567,0.024643645,NA,NA,NA,0.049,0.035250452,0.034831433,0.041129065,0.0423333,0.030125161,0.039652806,0.032550967,0.025427516,NA,NA,NA,0.021,0.034468677,0.030827433,0.033901323,0.0299961,0.033550355,0.030979871,0.025856833,0.023640871,NA,NA,NA,0.014,0.032755161,0.034627233,0.026329581,0.026639233,0.030442194,0.022062645,0.018892133,0.016223645,NA,NA,NA,0.02,0.032869032,0.037592267,0.029529393,0.025082333,0.025365643,0.025638,0.031548967,0.032760387,NA,NA,NA,0.027,0.031465,0.030187367,0.029297968,0.033358867,0.026988645,0.039749484,0.027121567,0.025686667,NA,NA,NA,0.018,0.031565484,0.031266633,0.032952548,0.0379491,0.02824471,0.025407355,0.023064733,0.022129677,NA,NA,NA,0.03,0.036733645,0.033550967,0.027637548,0.025123633,0.021935194,0.021586387,0.0279059,0.020398,NA,NA,NA,0.011,0.03209871,0.034288233,0.026744,0.020131433,0.027557226,0.028905194,0.0235608,0.020994452,NA,NA,NA,0.041,0.027855774,0.027449,0.029108484,0.025231367,0.020591903,0.025971452,0.0259856,0.023884387,NA,NA,NA,0.015,0.03270971,0.033205933,0.031804613,0.028939167,0.023580645,0.021897581,0.030329467,0.03524771,NA,NA,NA,0.02,0.035684429,0.032566633,0.030094839,0.0202082,0.02172671,0.020535129,0.025143133,0.02245071,NA,NA,NA,0.024,0.033660129,0.035652667,0.028806581,0.0242294,0.025601516,0.023064516,0.018986267,0.022447267,NA,NA,NA,0.017,0.035885645,0.032709767,0.027533161,0.027749,0.023092903,0.025870323,0.033760767,0.026200452,NA,NA,NA,0.005,0.027740032,0.031053,0.030954419,0.025687103,0.021592032,0.023988548,0.023062733,0.020656621,NA,NA,NA,0.028,0.031430484,0.033651033,0.032020839,0.021658833,0.018567355,0.019134742,0.018519667,0.0192344,NA,NA,NA,NA,NA,NA,NA
"33.320344,-81.465537",0.022681941,NA,0.033663045,0.0380274,0.045459179,0.039398333,0.045916548,0.0381887,0.0274459,0.0301171,0.023331867,0.01595529,0.023193516,0.023367857,0.032459677,0.0375298,0.0412829,0.028519467,0.030991129,0.031723,0.027511867,0.027322548,0.029528,0.021819742,0.021005419,0.027251536,0.029223935,0.036651,0.036168677,0.0364981,0.03902729,0.033559548,0.0234922,0.01643071,0.0187479,0.017896194,0.024095516,0.022119321,0.026195258,0.031066533,0.031997545,0.027450933,0.023688774,0.023125129,0.031615433,0.026567452,0.021614667,0.017862,0.0223239,0.026266931,0.039079935,0.0425314,0.033269258,0.0297849,0.030947226,0.027437806,0.026703067,0.020168806,0.017968,0.019720968,0.021967839,0.026382964,0.034043677,0.041229633,0.037559097,0.026074433,0.022206839,0.024449774,0.031664867,0.021531258,0.022308333,0.018388355,0.022054,0.02712475,0.03822129,0.041252967,0.040719516,0.036209733,0.032283355,0.029990276,0.026787767,0.026542742,0.027676333,NA,NA,0.036166,0.036559774,0.041080433,0.042088161,0.0335921,0.030140355,0.032719806,0.0292432,0.025759133,0.0310002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33.331111,-87.003611",NA,0.0375,0.024144226,0.028035233,0.031888,0.028231333,0.038163226,0.038836774,0.0266784,0.026854516,NA,NA,NA,0.0035,0.023927968,0.028956933,0.029506548,0.0238274,0.030158419,0.026856129,0.021847067,0.020933161,NA,NA,NA,0.0025,0.024620581,0.0273961,0.02913471,0.031137333,0.029250516,0.029724806,0.028474567,0.015223387,NA,NA,NA,0,0.024195387,0.033588167,0.026512323,0.026698,0.025129065,0.027239194,0.027719633,0.021353194,NA,NA,NA,0.0405,0.02969829,0.030278467,0.029565484,0.0218844,0.027341613,0.026815968,0.022964667,0.020330355,NA,NA,NA,0.0335,0.028497226,0.035696,0.032030742,0.0245921,0.024330226,0.027838032,0.0271589,0.017711645,NA,NA,NA,0.0155,0.031996258,0.0340255,0.030667935,0.038131467,0.033831194,0.03274571,0.029286233,0.020944323,NA,NA,NA,0.0485,0.033110129,0.031890267,0.036999303,0.0380039,0.029132871,0.036049323,0.0278236,0.020198387,NA,NA,NA,0.018,0.031624258,0.0302921,0.033573097,0.0303407,0.034671742,0.02742871,0.022515733,0.021264032,NA,NA,NA,0.0135,0.030221935,0.034762767,0.026195484,0.0273294,0.030043645,0.022831129,0.016615733,0.017206387,NA,NA,NA,0.009,0.029267581,0.034651067,0.026981,0.026023464,0.025311161,0.027683065,0.028396067,0.028485774,NA,NA,NA,0.0275,0.030654677,0.03238931,0.029279742,0.033976467,0.030574935,0.036489452,0.026845167,0.024558968,NA,NA,NA,0.0185,0.031130452,0.032123533,0.033812129,0.038229733,0.029153484,0.028808387,0.023435267,0.023362645,NA,NA,NA,0.0275,0.034140419,0.031419633,0.027741903,0.0264588,0.023005677,0.023506677,0.0262431,0.019611581,NA,NA,NA,NA,NA,0.02863875,0.029070633,0.0240333,0.028404161,0.029176452,0.025117567,0.023883355,NA,NA,NA,0.026628333,0.024061839,0.026640833,0.029665613,0.026141667,0.024055581,0.026835871,0.025353241,0.022698419,NA,NA,NA,0.035,0.032816742,0.033658133,0.032375806,0.030593733,0.026203033,0.022743903,0.029330267,0.030516226,NA,NA,NA,0.019,0.032743581,0.032772467,0.032402387,0.0220939,0.022731645,0.019177355,0.023129367,0.018806226,NA,NA,NA,0.024,0.032010065,0.035460767,0.029104355,0.0248547,0.027269484,0.024470484,0.0180858,0.019882194,NA,NA,NA,0.023,0.0323935,0.032383,0.0275804,0.029373867,0.0245394,0.026963968,0.029856867,0.024500645,NA,NA,NA,0,0.027463172,0.031970533,0.033358645,0.0286696,0.024118387,0.027692097,0.024794633,0.021125161,NA,NA,NA,NA,0.028591071,0.030869,0.028537724,0.022369214,0.019109207,0.019761613,0.01716,0.018810484,NA,NA,NA,NA,NA,NA,NA
"33.342226,-81.788731",NA,NA,0.040931125,0.042633333,0.051703129,0.05018655,0.053476258,0.04488556,0.031217133,0.041666097,0.03511275,NA,NA,NA,0.037897941,0.043674567,0.050510419,0.034829267,0.041400967,0.040478161,0.0361141,0.035829194,0.03545575,NA,NA,NA,0.03426475,0.039511367,0.038758871,0.039966633,0.043635484,0.039831742,0.033392138,0.025427,0.018536,NA,NA,NA,0.039033923,0.0341973,0.03162429,0.030744167,0.024265828,0.023606677,0.035523633,0.032468742,0.037922,NA,NA,NA,0.04649025,0.047726269,0.040521774,0.0366039,0.038956903,0.031880613,0.031434467,0.026760258,0.023941,NA,NA,NA,0.041549,0.047625467,0.046660968,0.030812,0.027615233,0.030895645,0.040288367,0.028495667,0.035764714,NA,NA,NA,0.042880813,0.0470118,0.045212419,0.0406817,0.038200226,0.037538129,0.0356059,0.034593935,0.02838975,NA,NA,0.045964333,0.043895581,0.0471961,0.04894871,0.042052033,0.039112677,0.042840806,0.040706,0.033844355,0.0392795,NA,NA,NA,0.044899654,0.040720267,0.047565548,0.0435748,0.038229613,0.037062258,0.030870567,0.034157548,0.030977385,NA,NA,NA,0.036963545,0.0434862,0.030336542,0.038362759,0.037459226,0.027980419,0.033238,0.023796548,0.026444833,0.022971903,0.028709645,0.032582964,0.039168933,0.044494067,0.033404968,0.034745333,0.031506387,0.025910258,0.037766333,0.03988475,0.031029133,NA,NA,NA,0.038227682,0.038361867,0.04084229,0.042985367,0.035385161,0.040300903,0.0324433,0.031101548,0.029261393,NA,NA,NA,0.0343281,0.036188667,0.033963935,0.032811133,0.028738065,0.02378729,0.024578433,0.027319323,0.0362355,NA,NA,NA,0.0421474,0.038335767,0.037447806,0.027966,0.021011581,0.024724806,0.0340543,0.029592581,NA,NA,NA,NA,0.040382625,0.042872767,0.039519871,0.032136733,0.031408742,0.032717194,0.0224307,0.034341161,0.035,NA,NA,0.0287695,0.033399581,0.0346726,0.037184742,0.0304432,0.031944968,0.030294806,0.027623533,0.027667935,0.012157,NA,NA,0.046,0.038753097,0.043214533,0.039777935,0.0367,0.029199258,0.025079172,0.0289353,0.034330129,NA,NA,0.046,0.035971821,0.040824968,0.037473333,0.036377613,0.0290157,0.025784613,0.02465271,0.031755077,0.029146129,0.0346765,NA,NA,0.0290765,0.040829556,0.0420409,0.033427516,0.033754733,0.031719161,0.027267613,0.023862767,0.028887435,NA,NA,NA,0.0277367,0.04043829,0.0394294,0.039178032,0.035151,0.033037839,0.029428194,0.035372533,0.028136368,0.02826344,NA,NA,0.028410087,0.030612935,0.037774967,0.034132235,0.025051,0.026060645,0.020904355,0.023756833,0.025555903,0.0295295,NA,0.0248727,0.026306643,0.037303161,0.043618933,0.041125161,0.026543667,0.025698258,0.023548581,0.027702533,0.024510452,0.027294,NA,NA,0.03599045,0.038430129,NA,NA
"33.348851,-112.831103",NA,NA,NA,0.045403429,0.052629226,0.043558533,0.045552935,0.049262,0.035356167,0.032085273,NA,NA,NA,NA,NA,0.0339528,0.045715387,0.043805433,0.037629667,0.046868774,0.037732567,0.034608467,NA,NA,NA,NA,0.030803,0.042651433,0.049533581,0.047864667,0.04162171,0.037242387,0.037072067,0.035891387,NA,NA,NA,NA,0.043662429,0.047549,0.050876645,0.0453647,0.046366226,0.043206806,0.037262733,0.035466968,NA,NA,NA,NA,0.0165,0.049650967,0.049318806,0.043101167,0.041895645,0.037845452,0.0375137,0.033802645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33.355833,-96.551111",0.021310839,0.02889969,0.030925645,0.035361767,0.039045226,0.0288003,0.045773452,0.052774871,0.042989733,0.033225645,0.017371233,0.01859671,0.01910671,0.024100143,0.032737194,0.038760167,0.041139903,0.0442792,0.04873732,0.044304355,0.037151033,0.03608729,0.028813733,0.021657032,0.023138484,0.03139625,0.033732484,0.0353156,0.036755194,0.040382367,0.035500581,0.041808355,0.044419533,0.022595871,0.022076923,0.017505733,0.019632645,0.024863357,0.033639484,0.0417137,0.041859581,0.038889267,0.041056862,0.043178323,0.038513733,0.033939194,0.024105867,0.023761097,0.019931645,0.029628625,0.038208333,0.041098067,0.035829194,0.0314254,0.039131,0.041216355,0.041176481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33.362593,-117.09023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031448,0.024615667,NA,0.018210548,0.023243607,0.032776161,0.037494067,0.0344896,0.031496741,0.035132839,0.031270194,0.0369117,0.029679419,0.0228882,0.022815071,0.017008,0.027686929,0.033077806,0.038323433,0.035743679,0.037313767,0.037197355,0.035924032,0.0389176,0.03062469,0.025690833,0.0206865,0.025886593,0.030070821,0.033965903,0.038792053,0.041850903,0.0388981,0.034946545,0.03455275,0.036006333,0.033416148,0.020841133,0.019265387,0.01873629,0.025752276,0.030218161,0.036133433,0.039343484,0.038505967,0.037307677,0.0360875,0.036239333,0.030848871,0.0242383,0.018655172,0.020066484,0.027321429,0.033013,0.036878433,0.039166968,0.037690167,0.032011355,0.035650774,0.0378529,0.033008778,0.0244215,0.021996161,0.027172677,0.029577821,0.032979129,0.038766667,0.040759,0.038021567,0.03130929,0.028243935,0.035769143,0.037225742,0.0293123,0.020189467,0.019590207,0.030427174,0.033896967,0.044270667,0.039459742,0.0365117,0.027869129,0.034819677,0.0324647,0.031825387,0.027207867,0.023912548,0.023502839,0.033505138,0.032028548,0.037690167,0.036081548,0.0398059,0.038874129,0.039599613,0.035896,0.031814065,0.030605933,0.020784,0.023869129,0.026075643,0.033157516,0.040986367,0.040603452,0.039160833,0.033878516,0.035853903,0.036445167,0.033958323,0.0213805,0.025996484,0.026206774,0.035023071,0.03303029,0.041596033,0.039607258,0.039139167,0.032854258,0.033011387,0.035635233,0.024187903,0.028325567,0.020965548,0.02456929,0.02935075,0.03348,0.033099967,0.032851968,0.0361726,0.036863323,0.03587471,0.031796067,0.038269355,0.030925533,0.021937774,0.023981065,0.032689655,0.030827226,0.0361451,0.035385258,0.031490167,0.016413677,0.021100548,0.024431333,0.024821677,0.0132785,0.011585677,0.011728613,0.010588214,0.015722903,0.0220156,0.022724839,0.021676433,0.021960097,0.027176419,0.032796033,0.033432581,0.031447133,0.025184355,NA,NA,NA,NA,NA
"33.36985,-112.62068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029955536,0.0280135,0.023018258,NA,NA,NA,NA,0.0445,0.0329068,0.034360129,0.0330369,0.031861516,0.029971548,0.0284823,0.024378548,NA,NA,NA,NA,0.026,0.033315667,0.034113871,0.038360767,0.036766129,0.026917903,0.027713733,0.021530194,NA,NA,NA,NA,0.0125,0.033771667,0.033529419,0.031555033,0.031007581,0.031992516,0.027435267,0.024105161,NA,NA,NA,NA,0.0055,0.0386726,0.039438355,0.034833333,0.032060839,0.033577613,0.029641267,0.023721129,NA,NA,NA,NA,0.019,0.037954967,0.034647065,0.030260867,0.033817968,0.032499129,0.0312432,0.026206065,NA,NA,NA,NA,0.038,0.035437333,0.037453548,0.034111733,0.032840516,0.031495161,0.029298033,0.025817903,0.0194118,0.012266613,0.015588226,0.023901286,0.030438452,0.038021567,0.041542677,0.037698133,0.035250516,0.034400387,0.031203967,0.024935516,0.020656833,0.017236258,0.016732548,0.026176483,0.031358677,0.0379157,0.043960226,0.0339706,0.03533971,0.034081581,0.030841167,0.023747581,0.017349067,0.015894129,0.015736161,0.02192425,0.026256194,0.033039167,0.038202935,0.03008788,0.032459161,0.031652871,0.032894067,0.026527516,0.0203745,0.014880194,0.015487,0.019636571,0.028742581,0.0351373,0.037789387,0.031290233,0.031355581,0.031787484,0.024485567,0.023385194,0.018643067,0.013611323,0.014326355,0.0217855,0.02917271,0.035731367,0.036453548,0.0361216,0.028316903,0.032810613,0.025630259,0.022675581,0.018917667,0.014038613,0.015759032,0.021809241,0.027930581,0.031794067,0.033813226,0.034245033,0.03574271,0.037856645,0.027850933,0.02482929,0.023241233,0.018128581,0.019150067,0.023394,0.036019556,0.042060767,0.041760935,0.0383098,0.035536935,0.034174548,0.033078467,0.028819774,0.017864667,0.017430742,0.019741871,0.026663821,0.031500935,0.0413097,0.041576839,0.0351295,0.040919806,0.037764677,0.027588483,0.025624355,0.020966633,0.016402065,0.017768548,0.026632357,0.033003677,0.036929433,0.037724839,0.034950933,0.032601452,0.032113935,0.029431367,0.026286484,0.0210393,0.016907774,0.016600903,0.025671889,0.027770484,0.035696067,0.037886258,0.033705933,0.027777968,0.034742176,0.031833367,0.025776097,0.022290233,0.018628065,0.020288452,0.025076107,0.034108129,0.040047133,0.040265677,0.038119438,0.038549273,0.036345212,0.0325059,0.027275065,0.018613667,0.016963677,NA,NA,NA,NA,NA
